age;workclass;education;marital-status;occupation;relationship;race;sex;capital-gain;capital-loss;hours-per-week;native-country;result
[44-62); Self-emp-inc; 7th-8th; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[36-44); Private; Bachelors; Never-married; Exec-managerial; Not-in-family; Black; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[44-62); Private; Assoc-acdm; Divorced; Sales; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; Bachelors; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); Poland; <=50K
[44-62); Private; Bachelors; Married-civ-spouse; Prof-specialty; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[24-28); Private; 10th; Never-married; Craft-repair; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Private; Some-college; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[62-inf); Private; HS-grad; Never-married; Other-service; Not-in-family; Black; Male;[-inf-57);[2177-2219);[40-42); United-States; <=50K
[44-62); Private; HS-grad; Married-civ-spouse; Adm-clerical; Husband; Black; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[44-62); Local-gov; Preschool; Never-married; Machine-op-inspct; Not-in-family; White; Female;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[-inf-22); Private; HS-grad; Never-married; Sales; Own-child; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[62-inf); Self-emp-not-inc; HS-grad; Married-civ-spouse; Farming-fishing; Husband; White; Male;[57-3048);[-inf-1552);[50-inf); United-States; <=50K
[62-inf); Private; Assoc-voc; Widowed; Adm-clerical; Not-in-family; White; Female;[-inf-57);[-inf-1552);[-inf-35); Columbia; <=50K
[62-inf); Private; HS-grad; Divorced; Adm-clerical; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Private; 11th; Separated; Transport-moving; Not-in-family; Black; Male;[3120-4244);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; HS-grad; Divorced; Sales; Unmarried; Black; Female;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[24-28); Private; Some-college; Never-married; Adm-clerical; Not-in-family; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[30-36); Private; Some-college; Divorced; Craft-repair; Other-relative; Other; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[28-30); Private; Prof-school; Never-married; Prof-specialty; Not-in-family; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[44-62); State-gov; HS-grad; Married-civ-spouse; Other-service; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); State-gov; Some-college; Never-married; Adm-clerical; Not-in-family; White; Female;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[36-44); Private; Bachelors; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); Iran; >50K
[36-44); Local-gov; Masters; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[22-24); Private; HS-grad; Never-married; Transport-moving; Own-child; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; Bachelors; Married-civ-spouse; Prof-specialty; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[36-44); Self-emp-not-inc; HS-grad; Married-civ-spouse; Other-service; Wife; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[24-28); State-gov; Assoc-acdm; Married-civ-spouse; Protective-serv; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[36-44); Private; Some-college; Divorced; Craft-repair; Not-in-family; White; Male;[-inf-57);[1569-1821);[40-42); United-States; <=50K
[44-62); Private; HS-grad; Married-civ-spouse; Adm-clerical; Husband; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; >50K
[30-36); Private; HS-grad; Never-married; Other-service; Not-in-family; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[36-44); Private; Assoc-acdm; Married-civ-spouse; Tech-support; Husband; White; Male;[-inf-57);[1976-1979);[50-inf); United-States; >50K
[36-44); Private; Prof-school; Married-civ-spouse; Prof-specialty; Wife; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[36-44); Private; Bachelors; Married-civ-spouse; Adm-clerical; Wife; Black; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Local-gov; 10th; Widowed; Other-service; Unmarried; Black; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[-inf-22); Local-gov; Some-college; Never-married; Adm-clerical; Own-child; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; Some-college; Never-married; Transport-moving; Not-in-family; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[36-44); Self-emp-not-inc; HS-grad; Married-civ-spouse; Farming-fishing; Husband; Asian-Pac-Islander; Male;[-inf-57);[-inf-1552);[40-42); Cambodia; >50K
[-inf-22); Private; HS-grad; Never-married; Other-service; Own-child; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Private; HS-grad; Separated; Other-service; Not-in-family; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[44-62); Private; Assoc-voc; Widowed; Exec-managerial; Not-in-family; White; Female;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[44-62); Private; 7th-8th; Divorced; Craft-repair; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; Bachelors; Divorced; Prof-specialty; Own-child; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; HS-grad; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[-inf-22); Private; 11th; Never-married; Other-service; Own-child; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[44-62); Private; Some-college; Married-civ-spouse; Sales; Husband; White; Male;[3120-4244);[-inf-1552);[40-42); United-States; <=50K
[24-28); Private; 11th; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Self-emp-inc; Some-college; Married-civ-spouse; Exec-managerial; Husband; Asian-Pac-Islander; Male;[-inf-57);[-inf-1552);[50-inf); Thailand; >50K
[62-inf); Private; HS-grad; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[30-36); Private; Bachelors; Never-married; Prof-specialty; Not-in-family; White; Female;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[30-36); Private; HS-grad; Married-civ-spouse; Craft-repair; Wife; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[44-62); Private; HS-grad; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[-inf-22); Private; 9th; Never-married; Other-service; Own-child; White; Male;[57-3048);[-inf-1552);[-inf-35); United-States; <=50K
[44-62); Self-emp-not-inc; Masters; Married-civ-spouse; Farming-fishing; Husband; White; Male;[57-3048);[-inf-1552);[50-inf); United-States; <=50K
[24-28); Local-gov; Masters; Never-married; Prof-specialty; Own-child; White; Male;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[30-36); Private; HS-grad; Divorced; Prof-specialty; Own-child; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; HS-grad; Married-civ-spouse; Handlers-cleaners; Husband; Black; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; Some-college; Married-civ-spouse; Craft-repair; Husband; White; Male;[7074-inf);[-inf-1552);[40-42); United-States; >50K
[30-36); Private; Some-college; Never-married; Exec-managerial; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[24-28); Private; Some-college; Never-married; Tech-support; Own-child; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[24-28); Private; Some-college; Married-civ-spouse; Machine-op-inspct; Wife; White; Female;[7074-inf);[-inf-1552);[42-50); United-States; >50K
[22-24); Private; Bachelors; Never-married; Prof-specialty; Not-in-family; White; Female;[-inf-57);[-inf-1552);[-inf-35); Germany; <=50K
[36-44); Local-gov; Some-college; Married-civ-spouse; Craft-repair; Husband; White; Male;[5119-5317);[-inf-1552);[40-42); United-States; >50K
[30-36); Private; Assoc-acdm; Divorced; Sales; Unmarried; Black; Female;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[44-62); Private; Bachelors; Divorced; Prof-specialty; Not-in-family; White; Female;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[-inf-22); Private; HS-grad; Never-married; Handlers-cleaners; Own-child; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Federal-gov; Masters; Married-civ-spouse; Sales; Husband; White; Male;[7074-inf);[-inf-1552);[40-42); United-States; >50K
[36-44); Private; Prof-school; Married-civ-spouse; Prof-specialty; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[44-62); Private; Some-college; Divorced; Other-service; Not-in-family; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[24-28); Private; Bachelors; Never-married; Exec-managerial; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; 7th-8th; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); Ecuador; <=50K
[36-44); Private; Bachelors; Married-civ-spouse; Prof-specialty; Husband; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[30-36); Private; HS-grad; Divorced; Prof-specialty; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[28-30); Local-gov; Bachelors; Never-married; Protective-serv; Not-in-family; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[-inf-22); Private; Some-college; Never-married; Sales; Own-child; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[24-28); Private; Bachelors; Never-married; Tech-support; Unmarried; Black; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[62-inf); Private; HS-grad; Married-civ-spouse; Transport-moving; Husband; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[36-44); Self-emp-inc; Bachelors; Divorced; Sales; Not-in-family; White; Female;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[24-28); Private; HS-grad; Never-married; Craft-repair; Own-child; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; HS-grad; Divorced; Sales; Not-in-family; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[44-62); Private; Bachelors; Married-civ-spouse; Adm-clerical; Husband; White; Male;[7074-inf);[-inf-1552);[40-42); United-States; >50K
[-inf-22); Private; Some-college; Never-married; Other-service; Not-in-family; Asian-Pac-Islander; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[30-36); Private; HS-grad; Married-civ-spouse; Transport-moving; Husband; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; >50K
[44-62); Private; HS-grad; Married-civ-spouse; Sales; Husband; White; Male;[4244-4401);[-inf-1552);[40-42); United-States; >50K
[24-28); Private; Some-college; Married-civ-spouse; Adm-clerical; Wife; Asian-Pac-Islander; Female;[-inf-57);[-inf-1552);[40-42); Laos; <=50K
[36-44); Private; HS-grad; Divorced; Adm-clerical; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[24-28); Private; Assoc-acdm; Never-married; Tech-support; Not-in-family; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[44-62); Private; Assoc-acdm; Never-married; Prof-specialty; Not-in-family; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[30-36); Private; Assoc-acdm; Married-civ-spouse; Adm-clerical; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[36-44); Self-emp-inc; Some-college; Married-civ-spouse; Farming-fishing; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[24-28); Private; Bachelors; Never-married; Sales; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Private; Masters; Married-civ-spouse; Exec-managerial; Husband; Asian-Pac-Islander; Male;[7074-inf);[-inf-1552);[35-40); Taiwan; >50K
[36-44); Self-emp-not-inc; Bachelors; Divorced; Prof-specialty; Not-in-family; Black; Female;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[22-24); Private; Some-college; Never-married; Sales; Own-child; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[24-28); Private; Some-college; Never-married; Machine-op-inspct; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[62-inf); Self-emp-not-inc; Some-college; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[22-24); Private; 5th-6th; Married-civ-spouse; Machine-op-inspct; Other-relative; White; Female;[-inf-57);[-inf-1552);[40-42); Mexico; <=50K
[28-30); Private; Some-college; Never-married; Tech-support; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[62-inf); Private; HS-grad; Widowed; Other-service; Not-in-family; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[36-44); Self-emp-not-inc; HS-grad; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; Some-college; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[30-36); Private; HS-grad; Divorced; Transport-moving; Not-in-family; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[28-30); Private; 11th; Never-married; Exec-managerial; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[62-inf); Self-emp-not-inc; Masters; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[62-inf); Self-emp-not-inc; HS-grad; Married-civ-spouse; Farming-fishing; Husband; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[36-44); Private; Some-college; Married-civ-spouse; Prof-specialty; Wife; White; Female;[-inf-57);[1882-1923);[50-inf); United-States; >50K
[44-62); Self-emp-not-inc; HS-grad; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[62-inf); Private; HS-grad; Never-married; Transport-moving; Not-in-family; White; Male;[57-3048);[-inf-1552);[50-inf); United-States; <=50K
[36-44); Private; Some-college; Never-married; Craft-repair; Not-in-family; Black; Male;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[24-28); Private; Bachelors; Never-married; Adm-clerical; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; Assoc-voc; Never-married; Other-service; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Local-gov; 10th; Married-civ-spouse; Adm-clerical; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; HS-grad; Married-civ-spouse; Transport-moving; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[-inf-22); Private; 5th-6th; Never-married; Other-service; Other-relative; White; Male;[-inf-57);[-inf-1552);[42-50); Mexico; <=50K
[30-36); Private; HS-grad; Never-married; Craft-repair; Other-relative; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; Masters; Never-married; Prof-specialty; Not-in-family; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[-inf-22); Private; HS-grad; Never-married; Sales; Unmarried; Black; Male;[-inf-57);[-inf-1552);[-inf-35); Haiti; <=50K
[44-62); Private; HS-grad; Married-civ-spouse; Other-service; Husband; Black; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[24-28); Private; Assoc-acdm; Never-married; Sales; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; Assoc-voc; Married-civ-spouse; Craft-repair; Husband; White; Male;[7074-inf);[-inf-1552);[40-42); United-States; >50K
[36-44); State-gov; HS-grad; Married-civ-spouse; Protective-serv; Husband; White; Male;[7074-inf);[-inf-1552);[40-42); United-States; >50K
[30-36); Private; HS-grad; Never-married; Farming-fishing; Not-in-family; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[22-24); State-gov; Some-college; Never-married; Protective-serv; Own-child; Black; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Self-emp-not-inc; Bachelors; Never-married; Sales; Not-in-family; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[44-62); Private; Assoc-acdm; Married-spouse-absent; Other-service; Not-in-family; White; Male;[-inf-57);[-inf-1552);[-inf-35); Iran; <=50K
[30-36); Private; Bachelors; Never-married; Prof-specialty; Own-child; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[30-36); Private; Bachelors; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
